OBJECTID,elevation
117606,167.0
117620,2243.0
117689,117.0
117707,131.0
117787,132.0
117818,495.0
117822,78.0
117863,2490.0
117901,1447.0
117944,60.0
117951,107.0
118071,896.0
118093,140.0
118101,47.0
118150,1279.0
118171,1382.0
118196,1190.0
118200,1599.0
118211,153.0
118250,387.0
118253,82.0
118270,72.0
118291,105.0
118300,391.0
118304,68.0
118319,2651.0
118323,1719.0
118373,125.0
118397,159.0
118402,939.0
118410,198.0
118420,1720.0
118421,1369.0
118458,98.0
118477,1751.0
118482,150.0
118490,251.0
118493,510.0
118498,1939.0
118499,1862.0
118506,95.0
118522,600.0
118557,97.0
118576,104.0
118579,948.0
118608,72.0
118612,2617.0
118655,62.0
118656,33.0
118676,413.0
118734,1495.0
118740,586.0
118752,383.0
118806,178.0
118814,135.0
118825,90.0
118832,1111.0
118839,936.0
118841,99.0
118849,200.0
118850,96.0
118851,131.0
118861,1418.0
118862,95.0
118867,136.0
118872,89.0
118886,1634.0
118902,356.0
118906,133.0
118910,336.0
118935,90.0
118966,1648.0
118971,63.0
118997,158.0
119029,191.0
119048,223.0
119057,1586.0
119118,100.0
119120,96.0
119187,105.0
119193,2016.0
119228,390.0
119258,165.0
119273,97.0
119290,119.0
119309,1609.0
119324,84.0
119355,433.0
119366,100.0
119388,1913.0
119421,1633.0
119441,2282.0
119449,120.0
119450,1112.0
119462,36.0
119465,79.0
119479,1772.0
119488,67.0
119493,255.0
119504,358.0
119551,122.0
119575,1525.0
119580,1552.0
119583,167.0
119655,1762.0
119692,834.0
119703,386.0
119709,153.0
119710,197.0
119778,2334.0
119825,713.0
119830,1688.0
119876,146.0
119883,101.0
119893,141.0
119908,114.0
119919,1671.0
119949,78.0
119950,1983.0
119959,34.0
120061,135.0
120073,456.0
120080,962.0
120082,134.0
120112,69.0
120119,1580.0
120142,2092.0
120169,86.0
120231,44.0
120237,155.0
120240,118.0
120254,128.0
120270,1276.0
120326,1645.0
120338,151.0
120381,140.0
120382,138.0
120384,1594.0
120406,1770.0
120423,1823.0
120433,346.0
120450,63.0
120457,78.0
120459,1585.0
120498,442.0
120505,1303.0
120513,107.0
120522,972.0
120526,90.0
120561,12.0
120573,42.0
120576,89.0
120597,94.0
120605,328.0
120607,1053.0
120619,150.0
120620,1304.0
120628,86.0
120633,274.0
120657,1882.0
120672,16.0
120690,595.0
120692,97.0
120701,44.0
120728,1469.0
120747,35.0
120748,138.0
120752,2657.0
120797,197.0
120833,111.0
120839,600.0
120857,724.0
120893,583.0
120908,1109.0
120924,1206.0
120926,312.0
120934,1387.0
120946,547.0
120956,533.0
120959,2003.0
120962,1062.0
120969,1423.0
120994,86.0
120999,152.0
121000,127.0
121004,1805.0
121037,825.0
121040,869.0
121062,123.0
121088,83.0
121113,252.0
121120,138.0
121121,3215.0
121132,37.0
121136,1382.0
121166,1610.0
121170,100.0
121191,553.0
121193,42.0
121199,1097.0
121224,1598.0
121225,171.0
121226,116.0
121245,935.0
121325,159.0
121360,829.0
121367,190.0
121422,303.0
121479,911.0
121527,72.0
121533,1482.0
121558,135.0
121578,1472.0
121580,2278.0
121586,120.0
121601,2067.0
121635,596.0
121643,131.0
121684,9.0
121705,1336.0
121722,2176.0
121723,694.0
121749,426.0
121756,111.0
121783,424.0
121842,128.0
121900,154.0
121909,1493.0
121919,36.0
121926,2335.0
121936,102.0
121941,1188.0
121951,51.0
121993,446.0
121994,1307.0
122015,2010.0
122024,106.0
122031,667.0
122035,104.0
122054,841.0
122059,462.0
122067,1668.0
122097,1054.0
122114,1358.0
122129,309.0
122135,338.0
122156,612.0
122164,456.0
122173,333.0
122215,116.0
122284,249.0
122297,1753.0
122324,697.0
122336,1549.0
122347,1026.0
122363,298.0
122368,331.0
122378,1915.0
122384,118.0
122399,569.0
122405,2227.0
122415,443.0
122439,4.0
122468,104.0
122478,396.0
122498,101.0
122508,130.0
122512,735.0
122527,112.0
122536,201.0
122539,1052.0
122563,1727.0
122576,143.0
122601,86.0
122633,103.0
122644,1048.0
122651,168.0
122653,1418.0
122661,114.0
122678,153.0
122688,1451.0
122696,326.0
122719,1357.0
122734,98.0
122748,575.0
122782,85.0
122784,161.0
122811,144.0
122819,110.0
122837,63.0
122851,172.0
122867,62.0
122903,404.0
122905,1430.0
122924,165.0
122951,655.0
122952,2144.0
122961,841.0
122979,2393.0
122985,424.0
122987,65.0
123001,450.0
123007,92.0
123015,1528.0
123022,704.0
123025,3448.0
123028,67.0
123029,551.0
123054,101.0
123090,74.0
123113,139.0
123114,106.0
123124,734.0
123168,1080.0
123173,892.0
123182,53.0
123197,2075.0
123215,1346.0
123221,90.0
123234,1504.0
123259,122.0
123266,680.0
123281,122.0
123291,1638.0
123304,844.0
123311,358.0
123319,1728.0
123324,1034.0
123333,1195.0
123359,139.0
123375,1111.0
123408,236.0
123434,1723.0
123443,92.0
123511,153.0
123546,2228.0
123547,154.0
123564,110.0
123591,76.0
123615,147.0
123623,106.0
123652,71.0
123664,959.0
123665,1994.0
123681,2544.0
123684,1717.0
123686,1743.0
123731,793.0
123745,835.0
123825,134.0
123830,1965.0
123839,1873.0
123855,875.0
123857,1834.0
123859,552.0
123882,742.0
123896,32.0
123922,1591.0
123925,74.0
123928,108.0
124051,104.0
124082,107.0
124126,87.0
124170,963.0
124185,345.0
124186,1675.0
124193,57.0
124200,123.0
124224,1543.0
124252,337.0
124267,1182.0
124268,363.0
124295,81.0
124296,1603.0
124297,101.0
124303,106.0
124321,2480.0
124336,2518.0
124349,77.0
124373,102.0
124376,1684.0
124378,1917.0
124380,282.0
124406,71.0
124428,105.0
124496,499.0
124506,1484.0
124516,310.0
124521,1244.0
124561,775.0
124596,1863.0
124640,587.0
124668,108.0
124700,1488.0
124710,1304.0
124738,1294.0
124843,27.0
124892,32.0
124931,1543.0
124960,128.0
124970,1169.0
124977,113.0
124980,526.0
124992,98.0
125028,1767.0
125041,317.0
125042,104.0
125047,1886.0
125064,16.0
125077,154.0
125122,182.0
125244,775.0
125246,100.0
125283,104.0
125288,2216.0
125308,408.0
125336,1795.0
125373,1863.0
125400,1859.0
125406,398.0
125454,90.0
125463,365.0
125494,2009.0
125501,35.0
125528,1108.0
125534,97.0
125539,547.0
125566,960.0
125567,46.0
125626,99.0
125628,3.0
125637,1412.0
125674,1280.0
125692,150.0
125733,652.0
125759,71.0
125767,96.0
125772,535.0
125832,244.0
125855,1619.0
125868,80.0
125886,431.0
125904,2830.0
125905,38.0
125907,707.0
125922,619.0
125933,214.0
125947,72.0
125948,1247.0
125953,102.0
125958,1974.0
125978,127.0
125985,103.0
126010,1423.0
126034,233.0
126085,13.0
126111,389.0
126132,334.0
126147,340.0
126148,108.0
126161,1833.0
126179,1409.0
126221,137.0
126250,300.0
126254,160.0
126256,722.0
126267,1248.0
126341,177.0
126383,1962.0
126399,99.0
126413,1691.0
126436,130.0
126445,112.0
126477,116.0
126507,1631.0
126526,253.0
126530,1038.0
126534,111.0
126537,67.0
126540,89.0
126564,117.0
126579,77.0
126632,117.0
126642,78.0
126661,713.0
126708,2477.0
126720,334.0
126721,102.0
126722,18.0
126727,2126.0
126784,100.0
126810,651.0
126812,254.0
126848,140.0
126851,119.0
126853,452.0
126902,97.0
126919,122.0
126942,1573.0
126946,2528.0
126954,632.0
126962,101.0
126969,726.0
126976,354.0
126993,103.0
127017,1880.0
127040,1480.0
127065,135.0
127069,279.0
127071,1930.0
127077,570.0
127079,154.0
127111,708.0
127193,172.0
127209,2009.0
127215,114.0
127217,660.0
127226,734.0
127228,1461.0
127231,1939.0
127257,2019.0
127295,570.0
127303,986.0
127328,1702.0
127351,1401.0
127396,126.0
127403,96.0
127416,110.0
127440,988.0
127455,2301.0
127483,870.0
127491,767.0
127517,1614.0
127519,27.0
127525,142.0
127553,91.0
127586,689.0
127624,92.0
127637,459.0
127641,1491.0
127659,140.0
127672,1127.0
127684,276.0
127687,1674.0
127712,109.0
127745,2.0
127750,85.0
127762,501.0
127792,1738.0
127796,952.0
127812,2245.0
127825,261.0
127839,99.0
127845,1060.0
127852,2037.0
127859,125.0
127863,60.0
127901,1570.0
127912,131.0
127934,488.0
128001,126.0
128025,1481.0
128028,2675.0
128032,119.0
128048,25.0
128064,80.0
128079,733.0
128094,79.0
128105,1800.0
128122,69.0
128126,2528.0
128162,1207.0
128163,100.0
128170,116.0
128179,218.0
128193,204.0
128204,81.0
128227,822.0
128248,82.0
128251,70.0
128279,98.0
128285,80.0
128381,2995.0
128402,257.0
128411,92.0
128415,116.0
128435,1416.0
128438,114.0
128440,286.0
128444,1024.0
128449,1824.0
128457,483.0
128472,154.0
128491,973.0
128507,1227.0
128534,238.0
128543,166.0
128552,995.0
128579,85.0
128588,151.0
128589,118.0
128609,1416.0
128611,6.0
128624,149.0
128625,2035.0
128628,1804.0
128649,329.0
128674,1314.0
128680,1299.0
128711,105.0
128721,103.0
128766,164.0
128768,2515.0
128771,130.0
128777,2402.0
128783,1320.0
128789,1192.0
128833,100.0
128840,62.0
128842,2243.0
128904,358.0
128957,83.0
128978,133.0
129004,94.0
129031,1355.0
129068,85.0
129074,108.0
129160,2072.0
129176,1431.0
129208,2019.0
129214,292.0
129236,623.0
129244,82.0
129284,41.0
129288,119.0
129297,184.0
129305,166.0
129318,153.0
129351,2275.0
129372,1758.0
129374,133.0
129427,15.0
129449,2696.0
129458,81.0
129474,13.0
129486,760.0
129501,238.0
129512,91.0
129513,623.0
129530,734.0
129564,122.0
129575,71.0
129599,340.0
129609,1237.0
129611,43.0
129653,1045.0
129690,59.0
129723,425.0
129776,106.0
129808,95.0
129816,1646.0
129820,1947.0
129822,62.0
129830,779.0
129831,25.0
129847,469.0
129854,361.0
129869,283.0
129880,93.0
129899,2122.0
129909,1601.0
129960,1315.0
130021,109.0
130049,141.0
130074,988.0
130107,155.0
130120,739.0
130137,232.0
130166,2012.0
130217,177.0
130228,1254.0
130230,1916.0
130233,2419.0
130277,1580.0
130298,127.0
130305,132.0
130316,1048.0
130329,38.0
130366,1097.0
130405,47.0
130406,620.0
130413,112.0
130464,71.0
130472,33.0
130499,2918.0
130502,143.0
130512,843.0
130514,186.0
130522,231.0
130584,114.0
130588,49.0
130592,87.0
130634,1237.0
130647,45.0
130658,533.0
130666,108.0
130701,2209.0
130709,2723.0
130764,1758.0
130795,1894.0
130805,122.0
130826,820.0
130876,1458.0
130917,1780.0
130947,1163.0
130974,159.0
130976,2570.0
131005,89.0
131012,135.0
131039,1915.0
131051,1118.0
131057,103.0
131093,1988.0
131123,2003.0
131163,1551.0
131194,1635.0
131207,282.0
131275,681.0
131276,1889.0
131327,1756.0
131331,512.0
131352,523.0
131362,881.0
131363,160.0
131383,388.0
131393,124.0
131395,1853.0
131405,34.0
131408,658.0
131418,91.0
131430,138.0
131436,1998.0
131487,460.0
131509,153.0
131534,92.0
131577,249.0
131592,1371.0
131603,250.0
131638,808.0
131646,1806.0
131662,40.0
131673,2607.0
131684,2111.0
131686,86.0
131700,308.0
131706,109.0
131721,153.0
131723,168.0
131739,839.0
131741,1028.0
131758,1894.0
131776,987.0
131789,119.0
131793,188.0
131824,157.0
131829,1113.0
131834,1224.0
131837,83.0
131848,109.0
131856,82.0
131858,25.0
131889,696.0
131894,139.0
131913,547.0
131920,20.0
131944,66.0
132070,69.0
132111,1477.0
132168,61.0
132175,89.0
132187,144.0
132203,269.0
132241,1338.0
132247,820.0
132263,119.0
132264,333.0
132285,751.0
132295,1560.0
132313,88.0
132338,600.0
132341,57.0
132350,1064.0
132374,470.0
132399,204.0
132437,369.0
132442,104.0
132495,66.0
132503,807.0
132515,546.0
132541,1578.0
132594,43.0
132610,2159.0
132618,89.0
132642,39.0
132661,2034.0
132669,418.0
132681,48.0
132697,1906.0
132725,102.0
132773,2805.0
132789,124.0
132801,117.0
132813,543.0
132820,109.0
132899,1677.0
132908,2035.0
132909,2284.0
132912,1336.0
132916,1737.0
132920,122.0
132935,2698.0
132945,538.0
132946,147.0
132956,133.0
132983,127.0
132984,1390.0
132986,72.0
132993,208.0
132997,277.0
133005,111.0
133009,82.0
133025,487.0
133031,150.0
133048,145.0
133064,166.0
133103,2241.0
133127,962.0
133139,4.0
133140,102.0
133146,1053.0
133161,1068.0
133167,1112.0
133168,95.0
133184,148.0
133236,144.0
133243,69.0
133264,1414.0
133279,49.0
133311,984.0
133330,2386.0
133332,157.0
133346,8.0
133348,77.0
133365,986.0
133388,79.0
133432,125.0
133438,2222.0
133442,74.0
133446,100.0
133492,125.0
133582,470.0
133583,1531.0
133613,597.0
133627,1427.0
133665,786.0
133667,114.0
133670,79.0
133683,97.0
133694,1582.0
133704,127.0
133712,102.0
133718,130.0
133726,766.0
133738,130.0
133751,106.0
133781,2578.0
133785,150.0
133787,654.0
133804,457.0
133833,1930.0
133877,961.0
133884,505.0
133904,1973.0
133906,3.0
133909,118.0
133934,124.0
133948,125.0
133958,110.0
133964,57.0
133982,67.0
133983,41.0
133997,122.0
133998,562.0
134005,2847.0
134025,75.0
134038,110.0
134046,342.0
134071,1729.0
134080,82.0
134111,1242.0
134129,126.0
134152,696.0
134155,917.0
134178,82.0
134186,2225.0
134198,1155.0
134208,86.0
134212,401.0
134216,548.0
134224,141.0
134226,138.0
134256,114.0
134263,1657.0
134266,81.0
134288,41.0
134307,632.0
134328,570.0
134393,1240.0
134407,1714.0
134423,915.0
134453,2359.0
134470,2667.0
134482,1384.0
134521,115.0
134534,83.0
134555,394.0
134571,798.0
134583,104.0
134586,1631.0
134600,1949.0
134630,2201.0
134636,1775.0
134650,1719.0
134683,100.0
134720,169.0
134724,131.0
134750,512.0
134802,572.0
134817,1479.0
134819,2468.0
134829,104.0
134847,1894.0
134878,1779.0
134895,349.0
134902,1554.0
134929,253.0
134951,1845.0
135021,351.0
135023,458.0
135040,123.0
135042,77.0
135093,83.0
135113,1507.0
135117,470.0
135125,238.0
135139,1300.0
135149,2002.0
135178,212.0
135181,498.0
135201,244.0
135249,116.0
135251,78.0
135268,127.0
135289,548.0
135296,72.0
135326,597.0
135364,888.0
135371,78.0
135382,2451.0
135385,3399.0
135387,112.0
135390,93.0
135391,1607.0
135393,85.0
135401,1312.0
135467,150.0
135474,26.0
135557,139.0
135559,143.0
135562,1856.0
135570,142.0
135576,120.0
135585,292.0
135599,231.0
135607,170.0
135634,257.0
135663,826.0
135683,120.0
135700,96.0
135746,138.0
135756,154.0
135758,1488.0
135774,473.0
135787,301.0
135790,372.0
135809,1763.0
135812,1009.0
135823,910.0
135828,77.0
135830,2689.0
135852,1603.0
135875,1858.0
135910,383.0
135944,128.0
135956,21.0
135958,158.0
135968,79.0
135983,94.0
135985,1221.0
135987,3182.0
135995,973.0
136072,146.0
136091,100.0
136099,825.0
136101,2236.0
136105,1661.0
136110,88.0
136116,74.0
136119,35.0
136149,111.0
136202,693.0
136223,349.0
136239,193.0
136242,69.0
136260,53.0
136285,89.0
136298,484.0
136327,466.0
136343,926.0
136369,382.0
136387,164.0
136405,187.0
136429,151.0
136442,142.0
136464,153.0
136471,105.0
136552,738.0
136553,23.0
136557,73.0
136563,797.0
136565,156.0
136572,339.0
136574,123.0
136586,1400.0
136607,1731.0
136624,28.0
136634,346.0
136638,309.0
136646,352.0
136652,28.0
136653,144.0
136659,1062.0
136661,57.0
136665,142.0
136671,164.0
136679,1728.0
136701,460.0
136738,506.0
136743,314.0
136808,763.0
136821,146.0
136835,10.0
136890,1279.0
136912,740.0
136935,459.0
136940,98.0
136972,291.0
136977,83.0
137032,8.0
137051,2083.0
137070,1084.0
137104,1512.0
137114,517.0
137128,68.0
137170,115.0
137195,74.0
137204,2706.0
137207,2394.0
137212,127.0
137215,2343.0
137235,102.0
137285,111.0
137297,351.0
137323,427.0
137326,260.0
137327,843.0
137339,146.0
137341,62.0
137342,351.0
137368,949.0
137370,120.0
137405,610.0
137427,114.0
137433,984.0
137434,1549.0
137450,1058.0
137457,1165.0
137464,122.0
137484,119.0
137493,1755.0
137530,970.0
137534,695.0
137584,104.0
137586,88.0
137623,2625.0
137647,117.0
137654,120.0
137672,285.0
137706,1339.0
137715,1897.0
137717,2236.0
137747,118.0
137753,1764.0
137775,1599.0
137795,559.0
137814,1411.0
137817,539.0
137872,507.0
137886,1141.0
137959,341.0
137972,2472.0
138022,245.0
138029,273.0
138040,654.0
138047,1409.0
138051,153.0
138072,16.0
138091,117.0
138106,114.0
138161,481.0
138223,1875.0
138263,2118.0
138268,119.0
138276,127.0
138290,543.0
138308,117.0
138316,161.0
138318,846.0
138340,186.0
138365,1898.0
138412,800.0
138430,1573.0
138440,167.0
138445,139.0
138448,111.0
138451,1233.0
138473,87.0
138505,3149.0
138507,1163.0
138536,327.0
138538,1663.0
138544,1424.0
138550,311.0
138553,983.0
138560,77.0
138570,78.0
138599,16.0
138654,416.0
138673,1195.0
138708,1211.0
138711,391.0
138724,188.0
138808,777.0
138810,1710.0
138823,105.0
138852,126.0
138867,139.0
138888,113.0
138901,1394.0
138939,67.0
138956,93.0
138971,49.0
138977,465.0
138978,1632.0
138981,169.0
138989,79.0
139036,91.0
139040,107.0
139060,199.0
139077,90.0
139108,142.0
139109,148.0
139115,255.0
139141,282.0
139144,310.0
139148,106.0
139154,1360.0
139170,1666.0
139180,1794.0
139192,1269.0
139219,353.0
139247,1978.0
139255,136.0
139266,263.0
139269,2307.0
139289,79.0
139315,1587.0
139322,333.0
139333,1461.0
139355,100.0
139364,27.0
139380,457.0
139400,1459.0
139409,1596.0
139424,60.0
139434,1228.0
139510,1569.0
139522,1510.0
139529,82.0
139553,1997.0
139555,2835.0
139556,2736.0
139560,235.0
139577,329.0
139621,2999.0
139629,66.0
139632,1595.0
139634,958.0
139647,126.0
139670,161.0
139675,1023.0
139681,1450.0
139748,1506.0
139780,74.0
139786,1856.0
139838,2252.0
139842,175.0
139846,154.0
139864,134.0
139867,108.0
139931,2014.0
139983,1040.0
140020,134.0
140022,1915.0
140025,10.0
140029,82.0
140062,136.0
140104,14.0
140129,653.0
140169,109.0
140173,68.0
140190,434.0
140197,122.0
140222,133.0
140228,428.0
140305,2152.0
140351,95.0
140361,61.0
140372,47.0
140373,165.0
140389,44.0
140399,143.0
140413,886.0
140473,412.0
140484,399.0
140494,3397.0
140501,1062.0
140523,129.0
140534,375.0
140568,1558.0
140613,1698.0
140645,129.0
140675,272.0
140681,116.0
140714,109.0
140737,906.0
140793,141.0
140810,1378.0
140815,146.0
140837,973.0
140848,503.0
140856,66.0
140865,77.0
140873,112.0
140884,304.0
140908,44.0
140924,1574.0
140949,69.0
140983,1284.0
140992,66.0
141000,86.0
141001,1397.0
141051,118.0
141068,2309.0
141075,97.0
141094,1919.0
141109,137.0
141114,539.0
141118,372.0
141131,84.0
141142,144.0
141147,123.0
141166,145.0
141186,242.0
141208,95.0
141216,133.0
141218,94.0
141224,978.0
141225,370.0
141247,50.0
141252,113.0
141255,112.0
141269,1596.0
141286,112.0
141288,737.0
141302,2839.0
141314,1640.0
141349,99.0
141395,1782.0
141396,132.0
141408,2771.0
141413,70.0
141429,123.0
141453,2015.0
141456,67.0
141529,120.0
141532,302.0
141576,142.0
141587,60.0
141592,126.0
141593,228.0
141594,1188.0
141617,415.0
141675,177.0
141691,2250.0
141695,2267.0
141711,74.0
141716,117.0
141768,816.0
141810,1843.0
141812,1228.0
141818,419.0
141828,9.0
141861,2747.0
141874,153.0
141877,86.0
141892,147.0
141897,629.0
141912,2107.0
141919,97.0
141920,2600.0
141921,2826.0
141973,2690.0
142028,109.0
142032,1140.0
142082,2035.0
142126,244.0
142131,1617.0
142156,128.0
142184,25.0
142210,103.0
142219,42.0
142231,92.0
142243,2291.0
142253,2209.0
142260,126.0
142271,63.0
142287,116.0
142302,162.0
142318,144.0
142345,1729.0
142351,1033.0
142392,97.0
142427,1546.0
142434,105.0
142446,677.0
142470,111.0
142471,287.0
142536,17.0
142546,104.0
142602,301.0
142627,2114.0
142635,265.0
142650,139.0
142664,140.0
142714,1519.0
142732,126.0
142733,79.0
142763,413.0
142795,310.0
142803,2303.0
142830,98.0
142835,110.0
142883,88.0
142891,124.0
142903,156.0
142940,1359.0
142953,1876.0
142987,115.0
143008,928.0
143025,2429.0
143044,99.0
143084,666.0
143096,1771.0
143105,18.0
143109,91.0
143116,1804.0
143118,2125.0
143127,716.0
143130,1781.0
143169,86.0
143172,2219.0
143175,939.0
143192,289.0
143207,784.0
143230,300.0
143236,1773.0
143262,348.0
143303,2161.0
143344,969.0
143350,114.0
143380,73.0
143404,124.0
143407,56.0
143411,116.0
143418,120.0
143424,658.0
143426,150.0
143430,99.0
143438,536.0
143455,1599.0
143475,1686.0
143483,89.0
143521,3113.0
143528,677.0
143533,1092.0
143561,161.0
143577,523.0
143586,286.0
143597,169.0
143602,4.0
143628,926.0
143631,111.0
143635,1071.0
143676,111.0
143730,94.0
143753,13.0
143776,2317.0
143808,126.0
143860,1056.0
143876,1594.0
143899,1875.0
143904,1353.0
143919,1146.0
143940,155.0
143956,37.0
143967,121.0
143968,125.0
143984,82.0
143995,1765.0
144024,72.0
144061,98.0
144117,1736.0
144121,99.0
144154,71.0
144224,352.0
144260,14.0
144294,186.0
144304,428.0
144377,1277.0
144391,94.0
144400,790.0
144427,21.0
144428,1164.0
144429,1731.0
144431,111.0
144432,1745.0
144435,163.0
144447,72.0
144453,139.0
144466,202.0
144469,90.0
144482,75.0
144516,2353.0
144519,113.0
144528,1492.0
144552,1949.0
144566,161.0
144603,430.0
144650,871.0
144657,1413.0
144665,1884.0
144697,15.0
144724,1943.0
144778,1547.0
144796,515.0
144823,151.0
144844,253.0
144852,169.0
144864,1255.0
144868,74.0
144877,84.0
144879,147.0
144900,120.0
144905,782.0
144942,2533.0
144944,145.0
144963,85.0
144969,81.0
144970,278.0
144978,2162.0
144987,2423.0
145006,2107.0
145008,165.0
145026,168.0
145032,91.0
145077,127.0
145104,108.0
145111,138.0
145121,1975.0
145137,1637.0
145183,119.0
145244,106.0
145276,2018.0
145296,183.0
145297,383.0
145307,88.0
145317,112.0
145338,505.0
145343,475.0
145368,122.0
145371,1069.0
145372,62.0
145375,192.0
145381,1747.0
145398,109.0
145416,1412.0
145431,1580.0
145441,1798.0
145444,322.0
145460,171.0
145470,34.0
145482,26.0
145491,1398.0
145542,148.0
145547,1089.0
145549,119.0
145560,3059.0
145583,154.0
145609,1300.0
145626,690.0
145664,378.0
145665,124.0
145699,153.0
145733,139.0
145740,78.0
145742,703.0
145745,112.0
145781,3116.0
145786,151.0
145818,106.0
145844,881.0
145857,1712.0
145868,169.0
145880,65.0
145887,255.0
145912,62.0
145923,304.0
145926,1536.0
145949,1746.0
145977,121.0
145986,157.0
145996,114.0
146034,324.0
146035,132.0
146038,2278.0
146053,165.0
146087,294.0
146111,68.0
146142,98.0
146143,1615.0
146150,76.0
146161,74.0
146175,448.0
146195,120.0
146208,248.0
146219,170.0
146237,167.0
146255,157.0
146276,99.0
146277,36.0
146284,443.0
146315,142.0
146328,475.0
146348,768.0
146384,653.0
146391,174.0
146405,1285.0
146406,107.0
146439,81.0
146454,1522.0
146482,171.0
146484,268.0
146527,167.0
146528,1311.0
146546,1063.0
146591,789.0
146616,2728.0
146620,636.0
146663,91.0
146685,135.0
146695,327.0
146707,11.0
146764,137.0
146790,138.0
146837,1236.0
146848,216.0
146852,985.0
146863,970.0
146867,112.0
146880,1455.0
146896,347.0
146901,1291.0
146902,126.0
146946,95.0
146960,289.0
147032,1476.0
147038,1456.0
147053,166.0
147079,99.0
147087,159.0
147166,315.0
147180,108.0
147232,1459.0
147265,1236.0
147295,727.0
147297,135.0
147323,117.0
147351,694.0
147353,38.0
147379,2091.0
147393,114.0
147394,2550.0
147404,976.0
147428,158.0
147430,82.0
147475,1162.0
147500,146.0
147514,1359.0
147521,112.0
147598,175.0
147604,129.0
147616,652.0
147642,355.0
147687,131.0
147721,1609.0
147753,1507.0
147774,1327.0
147776,1409.0
147781,48.0
147797,267.0
147812,525.0
147829,1543.0
147854,103.0
147901,125.0
147903,2006.0
147926,1296.0
147938,1671.0
147942,132.0
147989,125.0
148005,155.0
148026,99.0
148045,50.0
148047,169.0
148048,345.0
148065,1469.0
148075,796.0
148109,932.0
148112,1400.0
148114,11.0
148125,92.0
148137,758.0
148191,769.0
148224,618.0
148264,12.0
148268,532.0
148273,1559.0
148276,1860.0
148282,1005.0
148296,101.0
148302,87.0
148321,1542.0
148342,113.0
148347,288.0
148363,107.0
148374,1763.0
148375,314.0
148400,40.0
148416,12.0
148437,16.0
148439,2377.0
148457,129.0
148502,169.0
148516,116.0
148540,106.0
148578,553.0
148586,69.0
148608,62.0
148637,774.0
148639,568.0
148640,1177.0
148648,42.0
148654,137.0
148656,1298.0
148661,159.0
148702,1002.0
148730,1087.0
148731,96.0
148738,1223.0
148752,470.0
148755,1627.0
148777,148.0
148806,12.0
148807,788.0
148852,70.0
148873,83.0
148882,256.0
148894,295.0
148939,67.0
148953,1734.0
148977,1283.0
148980,54.0
148991,29.0
149006,100.0
149016,1131.0
149047,1712.0
149094,88.0
149101,100.0
149110,174.0
149146,85.0
149162,167.0
149178,156.0
149179,1470.0
149189,44.0
149222,128.0
149233,341.0
149266,2328.0
149285,676.0
149287,77.0
149306,1099.0
149332,50.0
149384,84.0
149394,96.0
149401,124.0
149411,261.0
149439,137.0
149446,1089.0
149460,404.0
149506,160.0
149528,168.0
149533,157.0
149540,316.0
149573,104.0
149591,2198.0
149646,2006.0
149657,361.0
149678,779.0
149682,1676.0
149703,90.0
149706,12.0
149708,128.0
149733,1372.0
149740,2391.0
149749,60.0
149751,92.0
149760,628.0
149773,180.0
149861,272.0
149862,141.0
149878,92.0
149926,2021.0
149941,254.0
149975,1055.0
149983,139.0
149988,2087.0
150007,914.0
150012,198.0
150043,173.0
150056,562.0
150082,101.0
150089,191.0
150091,74.0
150116,658.0
150138,1994.0
150158,1478.0
150171,149.0
150202,95.0
150228,99.0
150237,712.0
150278,94.0
150286,105.0
150287,1127.0
150291,1722.0
150309,83.0
150376,576.0
150393,2110.0
150445,759.0
150452,1794.0
150454,95.0
150456,2448.0
150465,1491.0
150485,971.0
150506,313.0
150514,97.0
150541,260.0
150554,192.0
150557,843.0
150629,107.0
150630,2172.0
150633,67.0
150634,1084.0
150722,76.0
150779,108.0
150783,1982.0
150804,63.0
150822,91.0
150850,781.0
150879,417.0
150883,178.0
150886,86.0
150890,2332.0
150911,127.0
150926,625.0
150927,2026.0
150929,451.0
151088,114.0
151134,305.0
151158,337.0
151206,91.0
151245,149.0
151265,76.0
151277,137.0
151287,1688.0
151295,724.0
151322,1492.0
151331,72.0
151338,1618.0
151341,809.0
151354,526.0
151364,365.0
151366,885.0
151375,112.0
151380,2155.0
151381,287.0
151395,1913.0
151396,1121.0
151482,8.0
151496,318.0
151529,166.0
151540,1275.0
151541,2316.0
151558,118.0
151562,1047.0
151565,67.0
151630,95.0
151636,369.0
151645,1541.0
151647,132.0
151687,542.0
151694,98.0
151698,116.0
151761,117.0
151798,440.0
151816,908.0
151859,2201.0
151864,127.0
151916,430.0
151949,145.0
152043,88.0
152073,1959.0
152097,118.0
152117,341.0
152146,2210.0
152166,138.0
152181,2378.0
152182,778.0
152240,2228.0
152262,98.0
152265,16.0
152358,171.0
152361,384.0
152393,125.0
152406,1018.0
152415,115.0
152419,117.0
152423,125.0
152426,173.0
152429,126.0
152434,1228.0
152448,1481.0
152451,89.0
152453,152.0
152459,95.0
152470,115.0
152529,1105.0
152535,240.0
152560,47.0
152565,105.0
152568,367.0
152584,1377.0
152593,2669.0
152598,162.0
152618,96.0
152620,53.0
152642,144.0
152656,11.0
152660,64.0
152679,2413.0
152686,280.0
152713,72.0
152727,56.0
152738,1290.0
152765,83.0
152779,2372.0
152794,128.0
152806,146.0
152829,54.0
152875,666.0
